Uniprot Accession	Gene	Description	Peptides used for quantitation	Confidence score	Molecular weight (Da)	LB
P42593	fadH	2,4-dienoyl-CoA reductase [NADPH] OS=Escherichia coli (strain K12) GN=fadH PE=1 SV=3	10	558.77	72614.31572	134
P0A8I3	yaaA	UPF0246 protein yaaA OS=Escherichia coli (strain K12) GN=yaaA PE=1 SV=1	10	549.35	29549.3024	1105
P43329	hrpA	ATP-dependent RNA helicase hrpA OS=Escherichia coli (strain K12) GN=hrpA PE=3 SV=3	10	454.42	148917.1694	60
P76027	oppD	Oligopeptide transport ATP-binding protein OppD OS=Escherichia coli (strain K12) GN=oppD PE=3 SV=2	10	556.37	37145.94441	736
P76503	fadI	3-ketoacyl-CoA thiolase OS=Escherichia coli (strain K12) GN=fadI PE=1 SV=1	10	421.61	46483.14049	92
P0AEJ2	entC	Isochorismate synthase entC OS=Escherichia coli (strain K12) GN=entC PE=1 SV=1	10	594.73	42886.87981	57
P33940	mqo	Malate:quinone oxidoreductase OS=Escherichia coli (strain K12) GN=mqo PE=1 SV=2	10	558.03	60173.82383	255
P00926	dsdA	D-serine dehydratase OS=Escherichia coli (strain K12) GN=dsdA PE=1 SV=3	10	393.37	47852.13812	1431
P0AEI4	rimO	Ribosomal protein S12 methylthiotransferase RimO OS=Escherichia coli (strain K12) GN=rimO PE=1 SV=1	10	458.31	49532.38803	809
P76621	csiD	Protein CsiD OS=Escherichia coli (strain K12) GN=csiD PE=1 SV=2	10	467.21	37318.85063	636
P77318	ydeN	Uncharacterized sulfatase ydeN OS=Escherichia coli (strain K12) GN=ydeN PE=3 SV=2	10	499.82	62745.09934	147
P11458	nadA	Quinolinate synthase A OS=Escherichia coli (strain K12) GN=nadA PE=1 SV=3	10	491.71	38198.18573	65
P04949	fliC	Flagellin OS=Escherichia coli (strain K12) GN=fliC PE=1 SV=2	10	640.6	51246.56095	5
P0AFH8	osmY	Osmotically-inducible protein Y OS=Escherichia coli (strain K12) GN=osmY PE=1 SV=1	9	698.94	21042.86046	5064
P0A917	ompX	Outer membrane protein X OS=Escherichia coli (strain K12) GN=ompX PE=1 SV=1	9	589.03	18572.91003	25278
P0A7J3	rplJ	50S ribosomal protein L10 OS=Escherichia coli (strain K12) GN=rplJ PE=1 SV=2	9	464.84	17682.37957	87283
P0AA10	rplM	50S ribosomal protein L13 OS=Escherichia coli (strain K12) GN=rplM PE=1 SV=1	9	606.86	15990.53156	74846
P0A905	slyB	Outer membrane lipoprotein slyB OS=Escherichia coli (strain K12) GN=slyB PE=2 SV=1	9	609.67	15574.05822	17259
P0A7F3	pyrI	Aspartate carbamoyltransferase regulatory chain OS=Escherichia coli (strain K12) GN=pyrI PE=1 SV=2	9	744.73	17091.87674	3040
P0ADB1	osmE	Osmotically-inducible lipoprotein E OS=Escherichia coli (strain K12) GN=osmE PE=2 SV=1	9	531.27	11994.89181	3304
P0A6E6	atpC	ATP synthase epsilon chain OS=Escherichia coli (strain K12) GN=atpC PE=1 SV=2	9	754.25	15040.73788	15370
P0A9A9	fur	Ferric uptake regulation protein OS=Escherichia coli (strain K12) GN=fur PE=1 SV=1	9	695.04	16766.34053	10748
P61517	can	Carbonic anhydrase 2 OS=Escherichia coli (strain K12) GN=can PE=1 SV=1	9	712.03	25062.79563	2319
P0C0S1	mscS	Small-conductance mechanosensitive channel OS=Escherichia coli (strain K12) GN=mscS PE=1 SV=1	9	533.46	30858.6734	3440
P75874	yccU	Uncharacterized protein yccU OS=Escherichia coli (strain K12) GN=yccU PE=1 SV=2	9	627.88	14673.74948	1578
P0AGE6	yieF	Uncharacterized protein yieF OS=Escherichia coli (strain K12) GN=yieF PE=3 SV=1	9	459.37	20344.58726	2331
P0AAX8	ybiS	Probable L,D-transpeptidase YbiS OS=Escherichia coli (strain K12) GN=ybiS PE=1 SV=1	9	560.61	33286.1605	3224
P0A7K6	rplS	50S ribosomal protein L19 OS=Escherichia coli (strain K12) GN=rplS PE=1 SV=2	9	491.83	13107.18035	16521
P62768	yaeH	UPF0325 protein yaeH OS=Escherichia coli (strain K12) GN=yaeH PE=3 SV=1	9	412.95	15068.91436	1478
P39173	yeaD	Putative glucose-6-phosphate 1-epimerase OS=Escherichia coli (strain K12) GN=yeaD PE=1 SV=2	9	916.95	32627.64631	2422
P0ABF6	cdd	Cytidine deaminase OS=Escherichia coli (strain K12) GN=cdd PE=1 SV=1	9	492.97	31501.89874	3380
P0ABU5	elbB	Enhancing lycopene biosynthesis protein 2 OS=Escherichia coli (strain K12) GN=elbB PE=1 SV=1	9	586.57	22948.79863	3515
P33232	lldD	L-lactate dehydrogenase [cytochrome] OS=Escherichia coli (strain K12) GN=lldD PE=1 SV=1	9	551.7	42682.9454	1027
P64604	mlaD	Probable phospholipid ABC transporter-binding protein mlaD OS=Escherichia coli (strain K12) GN=mlaD PE=1 SV=1	9	548.1	19546.14199	1912
P69407	rcsB	Capsular synthesis regulator component B OS=Escherichia coli (strain K12) GN=rcsB PE=1 SV=1	9	534.79	23637.75191	3818
P0AF08	mrp	Protein mrp OS=Escherichia coli (strain K12) GN=mrp PE=3 SV=1	9	575.07	39894.51587	2075
P00960	glyQ	Glycyl-tRNA synthetase alpha subunit OS=Escherichia coli (strain K12) GN=glyQ PE=1 SV=2	9	680.57	34734.16	3682
P0AG78	sbp	Sulfate-binding protein OS=Escherichia coli (strain K12) GN=sbp PE=1 SV=1	9	550	36618.84053	567
P0AF18	nagA	N-acetylglucosamine-6-phosphate deacetylase OS=Escherichia coli (strain K12) GN=nagA PE=1 SV=1	9	565.69	40905.11211	752
P0A8H6	yihI	Der GTPase-activating protein YihI OS=Escherichia coli (strain K12) GN=yihI PE=1 SV=1	9	722.88	19029.67039	1804
P0AA43	rsuA	Ribosomal small subunit pseudouridine synthase A OS=Escherichia coli (strain K12) GN=rsuA PE=1 SV=1	9	550.85	25831.22795	1816
P0AF24	nagD	Protein nagD OS=Escherichia coli (strain K12) GN=nagD PE=1 SV=1	9	623.44	27127.68109	1368
P45470	yhbO	Protein yhbO OS=Escherichia coli (strain K12) GN=yhbO PE=1 SV=2	9	428.88	18828.85417	214
P0AC86	glgP	Glycogen phosphorylase OS=Escherichia coli (strain K12) GN=glgP PE=3 SV=1	9	692.64	93096.09715	116
P0A6W5	greA	Transcription elongation factor greA OS=Escherichia coli (strain K12) GN=greA PE=1 SV=1	9	616.61	17612.06622	6565
P0A7F6	speD	S-adenosylmethionine decarboxylase proenzyme OS=Escherichia coli (strain K12) GN=speD PE=1 SV=1	9	602.17	30347.05278	2106
P0A8X2	yceI	Protein yceI OS=Escherichia coli (strain K12) GN=yceI PE=1 SV=1	9	617	20881.61917	580
P00894	ilvH	Acetolactate synthase isozyme 3 small subunit OS=Escherichia coli (strain K12) GN=ilvH PE=1 SV=3	9	590.6	17947.67665	439
P07623	metA	Homoserine O-succinyltransferase OS=Escherichia coli (strain K12) GN=metA PE=1 SV=4	9	553.76	35686.96076	370
P36649	cueO	Blue copper oxidase CueO OS=Escherichia coli (strain K12) GN=cueO PE=1 SV=2	9	504.84	56501.41538	424
P0A9M2	hpt	Hypoxanthine phosphoribosyltransferase OS=Escherichia coli (strain K12) GN=hpt PE=1 SV=1	9	472.36	20084.39054	2475
P69924	nrdB	Ribonucleoside-diphosphate reductase 1 subunit beta OS=Escherichia coli (strain K12) GN=nrdB PE=1 SV=2	9	584.64	43471.70663	832
P0AFU8	ribC	Riboflavin synthase alpha chain OS=Escherichia coli (strain K12) GN=ribE PE=1 SV=1	9	520.09	23412.01845	970
P42620	yqjG	Uncharacterized protein yqjG OS=Escherichia coli (strain K12) GN=yqjG PE=3 SV=1	9	469.36	37344.61414	117
P0AEN1	fre	NAD(P)H-flavin reductase OS=Escherichia coli (strain K12) GN=fre PE=1 SV=2	9	687.25	26207.32303	1302
P0ACD4	iscU	NifU-like protein OS=Escherichia coli (strain K12) GN=nifU PE=1 SV=1	9	494.3	13821.84619	8769
P0A9W9	yrdA	Protein YrdA OS=Escherichia coli (strain K12) GN=yrdA PE=1 SV=1	9	579.62	20214.2959	872
P0A8Y5	yidA	Phosphatase YidA OS=Escherichia coli (strain K12) GN=yidA PE=1 SV=1	9	394.61	29684.23219	644
P37749	wbbI	Uncharacterized protein yefG OS=Escherichia coli (strain K12) GN=yefG PE=4 SV=1	9	565.39	37715.06647	2028
P15067	glgX	Glycogen debranching enzyme OS=Escherichia coli (strain K12) GN=glgX PE=1 SV=3	9	469.37	73512.46612	75
P0A746	msrB	Peptide methionine sulfoxide reductase msrB OS=Escherichia coli (strain K12) GN=msrB PE=1 SV=1	9	516.21	15423.22096	1263
P52647	ydbK	Probable pyruvate-flavodoxin oxidoreductase OS=Escherichia coli (strain K12) GN=ydbK PE=3 SV=2	9	405.85	128725.189	197
P0ADT5	ygiC	Uncharacterized protein ygiC OS=Escherichia coli (strain K12) GN=ygiC PE=4 SV=1	9	321.32	44979.1626	440
P0ADI4	entB	Isochorismatase OS=Escherichia coli (strain K12) GN=entB PE=1 SV=1	9	335.83	32515.26281	91
P31060	modF	Putative molybdenum transport ATP-binding protein ModF OS=Escherichia coli (strain K12) GN=modF PE=3 SV=2	9	495.84	54484.31679	53
P02918	mrcA	Penicillin-binding protein 1A OS=Escherichia coli (strain K12) GN=mrcA PE=1 SV=1	9	465.65	93559.40765	49
P77485	cusS	Sensor kinase CusS OS=Escherichia coli (strain K12) GN=cusS PE=1 SV=1	9	494.67	53686.03324	173
P0A6L9	hscB	Co-chaperone protein hscB OS=Escherichia coli (strain K12) GN=hscB PE=1 SV=1	9	517.52	20107.15818	983
P29131	ftsN	Cell division protein ftsN OS=Escherichia coli (strain K12) GN=ftsN PE=1 SV=3	9	469.93	35753.37745	261
P39172	znuA	High-affinity zinc uptake system protein znuA OS=Escherichia coli (strain K12) GN=znuA PE=1 SV=4	9	405.72	33738.19213	567
P0A9S3	gatD	Galactitol-1-phosphate 5-dehydrogenase OS=Escherichia coli (strain K12) GN=gatD PE=3 SV=1	9	589.42	37348.25439	1229
P76397	mdtA	Multidrug resistance protein mdtA OS=Escherichia coli (strain K12) GN=mdtA PE=2 SV=2	9	375.27	44419.35351	70
P37440	ucpA	Oxidoreductase ucpA OS=Escherichia coli (strain K12) GN=ucpA PE=1 SV=3	9	621.91	27814.33763	1962
P04983	rbsA	Ribose import ATP-binding protein RbsA OS=Escherichia coli (strain K12) GN=rbsA PE=1 SV=1	9	508.33	54988.72377	78
P37626	yhiI	Uncharacterized protein yhiI OS=Escherichia coli (strain K12) GN=yhiI PE=4 SV=1	9	531.68	38786.71563	454
P13445	rpoS	RNA polymerase sigma factor rpoS OS=Escherichia coli (strain K12) GN=rpoS PE=3 SV=3	9	703.86	37930.72627	1347
P75914	ycdX	Putative hydrolase ycdX OS=Escherichia coli (strain K12) GN=ycdX PE=1 SV=1	9	423.55	26855.38893	221
P0A9S7	livG	High-affinity branched-chain amino acid transport ATP-binding protein LivG OS=Escherichia coli (strain K12) GN=livG PE=3 SV=1	9	490.56	28390.87056	171
P0A8F4	udk	Uridine kinase OS=Escherichia coli (strain K12) GN=udk PE=3 SV=1	9	377.47	24319.5763	445
P09099	xylB	Xylulose kinase OS=Escherichia coli (strain K12) GN=xylB PE=1 SV=1	9	615.97	52566.57799	44
P75863	ycbX	Uncharacterized protein ycbX OS=Escherichia coli (strain K12) GN=ycbX PE=1 SV=1	9	519.81	40600.63921	308
P0A6U3	mnmG	tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG OS=Escherichia coli (strain K12) GN=mnmG PE=1 SV=1	9	371.07	69459.73837	171
P37387	xylF	D-xylose-binding periplasmic protein OS=Escherichia coli (strain K12) GN=xylF PE=1 SV=1	9	566.21	35693.7284	147
P60716	lipA	Lipoyl synthase OS=Escherichia coli (strain K12) GN=lipA PE=1 SV=1	9	519.88	36030.34041	2685
P0ABF1	pcnB	Poly(A) polymerase OS=Escherichia coli (strain K12) GN=pcnB PE=1 SV=2	9	400.91	53819.05532	74
P00363	frdA	Fumarate reductase flavoprotein subunit OS=Escherichia coli (strain K12) GN=frdA PE=1 SV=3	9	545.2	65911.64933	408
P04391	argI	Ornithine carbamoyltransferase chain I OS=Escherichia coli (strain K12) GN=argI PE=1 SV=3	9	1071.73	36865.4917	71
P0AFC7	nuoB	NADH-quinone oxidoreductase subunit B OS=Escherichia coli (strain K12) GN=nuoB PE=1 SV=1	9	473.2	25021.38614	1281
P68187	malK	Maltose/maltodextrin import ATP-binding protein MalK OS=Escherichia coli (strain K12) GN=malK PE=1 SV=1	9	657.81	40946.59286	398
P12996	bioB	Biotin synthase OS=Escherichia coli (strain K12) GN=bioB PE=1 SV=2	9	716.85	38605.23075	94
P77737	oppF	Oligopeptide transport ATP-binding protein OppF OS=Escherichia coli (strain K12) GN=oppF PE=3 SV=1	9	394.25	37155.62253	445
P0C0L2	osmC	Peroxiredoxin osmC OS=Escherichia coli (strain K12) GN=osmC PE=1 SV=2	8	441.62	15060.65425	3286
P0A7K2	rplL	50S ribosomal protein L7/L12 OS=Escherichia coli (strain K12) GN=rplL PE=1 SV=2	8	542.05	12269.50186	145619
P0A7R1	rplI	50S ribosomal protein L9 OS=Escherichia coli (strain K12) GN=rplI PE=1 SV=1	8	695.32	15741.46941	83961
P0A6N4	efp	Elongation factor P OS=Escherichia coli (strain K12) GN=efp PE=1 SV=2	8	444.12	20560.41097	38972
P0A6G7	clpP	ATP-dependent Clp protease proteolytic subunit OS=Escherichia coli (strain K12) GN=clpP PE=1 SV=1	8	743.25	23153.61161	12106
P0A9K9	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase slyD OS=Escherichia coli (strain K12) GN=slyD PE=1 SV=1	8	571.53	20821.68491	28739
P63235	gadC	Probable glutamate/gamma-aminobutyrate antiporter OS=Escherichia coli (strain K12) GN=gadC PE=1 SV=1	8	352.36	55022.52596	88
P0AB80	ilvE	Branched-chain-amino-acid aminotransferase OS=Escherichia coli (strain K12) GN=ilvE PE=1 SV=2	8	684.89	34054.10848	1389
P0A729	yceF	Maf-like protein yceF OS=Escherichia coli (strain K12) GN=yceF PE=3 SV=1	8	550.92	21659.17378	3657
P61714	ribE	6,7-dimethyl-8-ribityllumazine synthase OS=Escherichia coli (strain K12) GN=ribH PE=1 SV=1	8	523.73	16128.57221	10894
P0A800	rpoZ	DNA-directed RNA polymerase subunit omega OS=Escherichia coli (strain K12) GN=rpoZ PE=1 SV=1	8	764.9	10212.37872	16564
P23869	ppiB	Peptidyl-prolyl cis-trans isomerase B OS=Escherichia coli (strain K12) GN=ppiB PE=1 SV=2	8	336.07	18123.88314	3457
P77395	ybbN	Uncharacterized protein ybbN OS=Escherichia coli (strain K12) GN=ybbN PE=1 SV=2	8	562.12	31753.32557	4289
P0A763	ndk	Nucleoside diphosphate kinase OS=Escherichia coli (strain K12) GN=ndk PE=1 SV=2	8	602.36	15435.78265	18896
P0AGJ5	yfiF	Uncharacterized tRNA/rRNA methyltransferase YfiF OS=Escherichia coli (strain K12) GN=yfiF PE=3 SV=1	8	638.45	37743.03444	1504
P27431	ycfD	Uncharacterized protein ycfD OS=Escherichia coli (strain K12) GN=ycfD PE=4 SV=2	8	391.54	42534.03822	972
P60651	speB	Agmatinase OS=Escherichia coli (strain K12) GN=speB PE=1 SV=1	8	862.72	33517.55834	2427
P45955	ybgF	Uncharacterized protein YbgF OS=Escherichia coli (strain K12) GN=ybgF PE=1 SV=2	8	458.91	28196.1354	1448
P76316	dcyD	D-cysteine desulfhydrase OS=Escherichia coli (strain K12) GN=dcyD PE=1 SV=4	8	591.1	35113.19951	891
P31063	yedD	Uncharacterized lipoprotein yedD OS=Escherichia coli (strain K12) GN=yedD PE=4 SV=1	8	520.33	14955.68129	2349
P0AG51	rpmD	50S ribosomal protein L30 OS=Escherichia coli (strain K12) GN=rpmD PE=1 SV=2	8	291.23	6519.63478	21048
P56262	ysgA	Putative carboxymethylenebutenolidase OS=Escherichia coli (strain K12) GN=ysgA PE=3 SV=3	8	468.94	29388.78696	482
P0A7M2	rpmB	50S ribosomal protein L28 OS=Escherichia coli (strain K12) GN=rpmB PE=1 SV=2	8	424.16	8982.86292	21000
P69503	apt	Adenine phosphoribosyltransferase OS=Escherichia coli (strain K12) GN=apt PE=1 SV=1	8	624.39	19828.64708	6371
P12281	moeA	Molybdopterin molybdenumtransferase OS=Escherichia coli (strain K12) GN=moeA PE=1 SV=1	8	644.3	44021.5614	703
P15078	cstA	Carbon starvation protein A OS=Escherichia coli (strain K12) GN=cstA PE=1 SV=3	8	408.98	75037.56526	978
P60595	hisH	Imidazole glycerol phosphate synthase subunit hisH OS=Escherichia coli (strain K12) GN=hisH PE=1 SV=1	8	428.78	21620.82603	754
P77739	yniA	Uncharacterized protein yniA OS=Escherichia coli (strain K12) GN=yniA PE=3 SV=1	8	570.95	32420.23286	294
P10371	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase OS=Escherichia coli (strain K12) GN=hisA PE=1 SV=2	8	600.87	25998.573	600
P0A780	nusB	N utilization substance protein B OS=Escherichia coli (strain K12) GN=nusB PE=1 SV=1	8	325.98	15661.27427	2372
P0A6N8	yeiP	Elongation factor P-like protein OS=Escherichia coli (strain K12) GN=yeiP PE=1 SV=1	8	519.16	21500.97054	4507
P0A9L8	proC	Pyrroline-5-carboxylate reductase OS=Escherichia coli (strain K12) GN=proC PE=1 SV=1	8	553.13	28108.48308	813
P0A8S1	iciA	Chromosome initiation inhibitor OS=Escherichia coli (strain K12) GN=iciA PE=1 SV=1	8	509.46	33432.49089	391
P75960	cobB	NAD-dependent deacetylase OS=Escherichia coli (strain K12) GN=cobB PE=1 SV=2	8	436.15	26681.42664	728
P0ACB2	hemB	Delta-aminolevulinic acid dehydratase OS=Escherichia coli (strain K12) GN=hemB PE=1 SV=2	8	334.72	35583.87097	819
P08192	folC	Bifunctional protein folC OS=Escherichia coli (strain K12) GN=folC PE=1 SV=2	8	500.57	45359.43089	633
P0A7E9	pyrH	Uridylate kinase OS=Escherichia coli (strain K12) GN=pyrH PE=1 SV=2	8	363.32	25935.5313	829
P36659	cbpA	Curved DNA-binding protein OS=Escherichia coli (strain K12) GN=cbpA PE=1 SV=2	8	465.02	34415.7121	363
P69425	tatB	Sec-independent protein translocase protein tatB OS=Escherichia coli (strain K12) GN=tatB PE=1 SV=1	8	385.36	18391.55204	1060
P33219	yebF	Protein yebF OS=Escherichia coli (strain K12) GN=yebF PE=1 SV=2	8	382.19	12935.55867	850
P0A998	ftnA	Ferritin-1 OS=Escherichia coli (strain K12) GN=ftnA PE=1 SV=1	8	522.87	19393.38241	5282
P76576	yfgM	UPF0070 protein yfgM OS=Escherichia coli (strain K12) GN=yfgM PE=3 SV=1	8	544.81	22144.4226	1559
P77541	prpB	Methylisocitrate lyase OS=Escherichia coli (strain K12) GN=prpB PE=1 SV=3	8	458.8	32096.4598	36
P04951	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase OS=Escherichia coli (strain K12) GN=kdsB PE=1 SV=2	8	511.83	27579.08508	913
P08390	usg	USG-1 protein OS=Escherichia coli (strain K12) GN=usg PE=1 SV=1	8	461.08	36323.47208	583
P0A7Y0	rnc	Ribonuclease 3 OS=Escherichia coli (strain K12) GN=rnc PE=1 SV=1	8	495.69	25516.29773	1224
P39406	rsmC	Ribosomal RNA small subunit methyltransferase C OS=Escherichia coli (strain K12) GN=rsmC PE=1 SV=3	8	524.41	37583.10489	502
P24255	rpoN	RNA polymerase sigma-54 factor OS=Escherichia coli (strain K12) GN=rpoN PE=3 SV=2	8	495.03	53938.38989	399
P0ADA3	nlpD	Lipoprotein nlpD OS=Escherichia coli (strain K12) GN=nlpD PE=1 SV=1	8	429.71	40106.35568	426
P0A8A4	ppsR	Putative phosphotransferase ydiA OS=Escherichia coli (strain K12) GN=ydiA PE=1 SV=1	8	508.25	31173.13955	357
P76187	ydhF	Oxidoreductase YdhF OS=Escherichia coli (strain K12) GN=ydhF PE=1 SV=2	8	405.07	33636.33205	478
P0A9R4	fdx	2Fe-2S ferredoxin OS=Escherichia coli (strain K12) GN=fdx PE=1 SV=2	8	427.59	12304.8297	6442
P15047	entA	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase OS=Escherichia coli (strain K12) GN=entA PE=1 SV=1	8	412.42	26215.26623	41
P68066	grcA	Autonomous glycyl radical cofactor OS=Escherichia coli (strain K12) GN=grcA PE=1 SV=1	8	510.56	14257.42275	2365
P45799	nudE	ADP compounds hydrolase nudE OS=Escherichia coli (strain K12) GN=nudE PE=1 SV=1	8	457.86	21121.78293	565
P0A7I7	ribA	GTP cyclohydrolase-2 OS=Escherichia coli (strain K12) GN=ribA PE=1 SV=1	8	320.03	21804.17238	529
P76128	ddpA	Probable D,D-dipeptide-binding periplasmic protein ddpA OS=Escherichia coli (strain K12) GN=ddpA PE=2 SV=1	8	416	57587.18518	18
P07913	tdh	L-threonine 3-dehydrogenase OS=Escherichia coli (strain K12) GN=tdh PE=1 SV=1	8	455.57	37196.83116	2388
P0ACP1	cra	Fructose repressor OS=Escherichia coli (strain K12) GN=fruR PE=1 SV=1	8	542.92	37957.71142	371
P77754	spy	Spheroplast protein Y OS=Escherichia coli (strain K12) GN=spy PE=1 SV=1	8	348.3	18169.28381	444
P32705	actP	Cation/acetate symporter ActP OS=Escherichia coli (strain K12) GN=actP PE=1 SV=1	8	307.97	59140.38198	113
P0ADT8	ygiM	Uncharacterized protein ygiM OS=Escherichia coli (strain K12) GN=ygiM PE=4 SV=1	8	353.07	23044.13941	289
P75864	rlmL	Ribosomal RNA large subunit methyltransferase L OS=Escherichia coli (strain K12) GN=rlmL PE=1 SV=1	8	449.7	78786.50342	258
P19624	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase OS=Escherichia coli (strain K12) GN=pdxA PE=1 SV=1	8	377.06	35073.53746	178
P0AEC3	arcB	Aerobic respiration control sensor protein ArcB OS=Escherichia coli (strain K12) GN=arcB PE=1 SV=1	8	357.55	87909.64099	122
P22333	add	Adenosine deaminase OS=Escherichia coli (strain K12) GN=add PE=3 SV=2	8	458.91	36356.7357	1603
P30870	glnE	Glutamate-ammonia-ligase adenylyltransferase OS=Escherichia coli (strain K12) GN=glnE PE=1 SV=2	8	388.38	108332.1443	29
P0A9S5	gldA	Glycerol dehydrogenase OS=Escherichia coli (strain K12) GN=gldA PE=1 SV=1	8	386.23	38669.68853	54
P0AEW9	fruK	1-phosphofructokinase OS=Escherichia coli (strain K12) GN=fruK PE=3 SV=1	8	482.77	33716.33963	166
P0A6I3	coaA	Pantothenate kinase OS=Escherichia coli (strain K12) GN=coaA PE=1 SV=1	8	346.47	36319.00734	508
P0A7A2	gpmB	Probable phosphoglycerate mutase gpmB OS=Escherichia coli (strain K12) GN=gpmB PE=1 SV=1	8	496.66	24032.25041	601
P05852	tsaD	Probable O-sialoglycoprotein endopeptidase OS=Escherichia coli (strain K12) GN=gcp PE=3 SV=2	8	231.6	35967.52524	484
P45579	ybdH	Uncharacterized oxidoreductase YbdH OS=Escherichia coli (strain K12) GN=ybdH PE=3 SV=2	8	488.88	39049.32603	509
P0A9J6	rbsK	Ribokinase OS=Escherichia coli (strain K12) GN=rbsK PE=1 SV=1	8	448.01	32252.84507	483
P32695	dusA	tRNA-dihydrouridine synthase A OS=Escherichia coli (strain K12) GN=dusA PE=3 SV=3	8	447.68	36768.40073	436
P21169	speC	Ornithine decarboxylase, constitutive OS=Escherichia coli (strain K12) GN=speC PE=1 SV=2	8	412.38	79347.93229	59
P15977	malQ	4-alpha-glucanotransferase OS=Escherichia coli (strain K12) GN=malQ PE=3 SV=2	8	380.51	78435.23777	84
P0A812	ruvB	Holliday junction ATP-dependent DNA helicase ruvB OS=Escherichia coli (strain K12) GN=ruvB PE=1 SV=1	8	435.32	37132.36379	346
P0A9B6	epd	D-erythrose-4-phosphate dehydrogenase OS=Escherichia coli (strain K12) GN=epd PE=1 SV=2	8	336.65	37258.20669	210
P28904	treC	Trehalose-6-phosphate hydrolase OS=Escherichia coli (strain K12) GN=treC PE=3 SV=3	8	318.97	63779.12148	484
P30744	sdaB	L-serine dehydratase 2 OS=Escherichia coli (strain K12) GN=sdaB PE=1 SV=2	8	645.53	48703.47312	2367
P08201	nirB	Nitrite reductase [NAD(P)H] large subunit OS=Escherichia coli (strain K12) GN=nirB PE=3 SV=4	8	439.9	93044.21918	12
P0AEH5	elaB	Protein elaB OS=Escherichia coli (strain K12) GN=elaB PE=1 SV=1	7	399.97	11280.81214	2925
P61175	rplV	50S ribosomal protein L22 OS=Escherichia coli (strain K12) GN=rplV PE=1 SV=1	7	634.1	12200.75881	137404
P0A6F9	groS	10 kDa chaperonin OS=Escherichia coli (strain K12) GN=groS PE=1 SV=1	7	391.84	10362.57251	42738
P61949	fldA	Flavodoxin-1 OS=Escherichia coli (strain K12) GN=fldA PE=1 SV=2	7	563.06	19706.53052	12231
